Feature	Cluster
Listeriaceae	266
Type III secretion system orphans	267
Trans-envelope signaling system VreARI in Pseudomonas	267
Acyclic terpene utilization	267
mag_3096	267
Adenylylsulfate reductase	267
Quorum sensing regulation in Pseudomonas	267
Rhamnolipids in Pseudomonas	267
Salmochelin-mediated Iron Acquisition	267
Sulfur transfer pathway CsdAEL	267
Stress proteins YciF, YciE	267
Outer membrane porins in Pseudomonas and Acinetobacter	267
tRNA modification, 5-oxyacetyl uridine (cmo5U34)	267
mag_2909	267
Phenazine biosynthesis	267
Type III secretion system	267
MexXY System of Pseudomonas aeruginosa	267
Siderophore Pyoverdine	267
Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	267
Two partner secretion pathway (TPS)	267
ABC-type iron transport system	267
Type 4 conjugative transfer system, IncI1 type	267
Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	267
mag_457	267
Type VI secretion system	267
Type III secretion systems	267
Potential DNA repair cluster	267
Taurine and alkanesulfonate utilization as sulfur sources	267
L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	267
mag_129	267
Lipotidae	267
Biogenesis of cbb3-type cytochrome c oxidases	267
Cytochrome c oxidase EC 1.9.3.1	267
Coenzyme PQQ synthesis	267
Capitellidae	267
IbrA and IbrB: co-activators of prophage gene expression	267
Pseudomonadaceae	267
Marinobacteraceae	267
Edwardsiidae	267
Acytosteliaceae	267
Sulfate assimilation related cluster	267
Aestuariirhabdaceae	267
Heme and heme d1 biosynthesis from siroheme	267
Cholera toxin	267
mag_167	267
Geothermobacteraceae	267
CMP-pseudaminic acid synthesis	267
Malonate decarboxylase	267
EnvZ and OmpR regulon	267
Onchocercidae	267
Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	267
Beta-lactamases Ambler class D	267
Colwelliaceae	267
Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	267
mag_118	267
mag_12	267
Glutathione: Non-redox reactions	268
Protection from Reactive Oxygen Species	268
Tolerance to colicin E2 and CreBC signal transduction system	268
Efflux ABC transporter YadGH	268
Putrescine utilization	268
Flagellum	268
Polymyxin resistance, lipid A modifications with 4-amino-4-deoxy-L-arabinose	268
Polymyxin resistance, lipid A modifications with phosphoethanolamine	268
Malvaceae	268
Fusaric acid resistance cluster	268
General Secretion Pathway	268
Tol-Pal Cell Envelope Complex	268
Glutathione-dependent pathway of formaldehyde detoxification	268
HMG CoA Synthesis	268
Tripartite multidrug efflux systems (of MFS type) in Gram-negative bacteria	268
Polyadenylation, bacterial	268
Tripartite multidrug efflux systems (of MFS type) EmrKY-TolC and EmrAB-TolC	268
Iron siderophore sensor & receptor system	268
Putative TldE-TldD proteolytic complex	268
Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria TEMP	268
Spongiibacteraceae	268
Chemotaxis in Escherichia coli and Bacillus subtilis	268
Bacterial pathways for dimethylsulfoniopropionate and acrylate catabolism	269
Mycobacterial FadE proteins Acyl-CoA dehydrogenase	269
Sepiidae	269
Tricarboxylate transport system	269
Possible heterocyst differentiation related cluster	269
Vanillate and syringate utilization	269
Ephemeridae	269
Dihydropyrimidine dehydrogenase	269
Carbon storage regulator	269
Polymyxin resistance	269
Tripartite multidrug efflux systems (of RND type) MdtABC-TolC	269
Microbulbiferaceae	269
Formate dehydrogenase	269
Asteraceae	269
Fabaceae	269
Proteasome bacterial	269
Nitrosomonadaceae	269
Respiratory Systems - Shewanella (updated)	269
Copper transport and blue copper proteins	269
Daphniidae	269
D-arabinose utilization	269
Rhizophoraceae	269
Phosphoenolpyruvate phosphomutase	269
Sarcosine oxidases, monomeric and heterotetrameric	269
Phosphonate metabolism	269
Maricaulaceae	269
Periplasmic nitrate reductase EC 1.7.99.4	269
Bruguierivoracaceae	270
Sulfate reduction-associated complexes	270
Ubiquinone biosynthesis	270
Glycolate, glyoxylate interconversions	270
mag_38240	270
Tocopherols and tocotrienols (vitamin E) in plants and cyanobacteria	270
Ribitol utilization	270
Puniceicoccaceae	270
Cytochrome bo ubiquinol oxidase 	270
Culicidae	270
Biogenesis of cytochrome c oxidases	270
Entamoebidae	270
TAM transport system	271
Funariaceae	271
Magnetospirillaceae	271
Phycisphaeraceae	271
Acidiferrobacteraceae	271
mag_23210	271
Salicaceae	271
Selenocysteine metabolism	271
Strongyloididae	271
mag_25310	271
Delta(6)-desaturase containing cluster	271
Beta-lactamases Ambler class C	271
D-galacturonate utilization, oxidative pathway	271
mag_1373	271
Gentisate pathway	271
Halomonadaceae	271
Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits	271
Mycolic acid synthesis 2	271
Siderophore Enterobactin	271
Steinernematidae	271
Cysteine dioxygenase containing cluster 1	271
Cell wall-associated cluster in Mycobacterium	272
Xanthine dehydrogenase subunits	272
Lipopolysaccharide in K12	272
Zoogloeaceae	272
Gemmatimonadaceae	272
Alcanivoracaceae	272
Predicted secretion system W clustering with cell division proteins	273
Tripartite multidrug efflux systems (of RND type) in Pseudomonas	274
Maintenance of outer membrane lipid asymmetry	274
Uridine to beta-Alanine and Thymine to 3-aminoisobutanoate module	274
Nucleoside ABC transporter cluster	274
mag_19473	275
Cesiribacteraceae	275
Arginine succinyltransferase pathway	275
Victivallaceae	276
Thorselliaceae	276
Raperosteliaceae	276
Oleiphilaceae	276
Robiginitomaculaceae	276
Tuberaceae	276
Sminthuridae	277
P2-like phage	277
Carbonic anhydrase	277
mag_319	278
Siderophore pyochelin	278
mag_38567	278
Coxiellaceae	278
Termopsidae	278
Natronospirillaceae	278
Xystonellidae	278
Ventosimonadaceae	278
Dissulfurirhabdaceae	278
Microbiotheriidae	278
Desulfobaccaceae	278
Thiofilaceae	278
Entericidin	278
Small efflux transporters of SMR family	278
Lipid orphans	279
Syntrophorhabdaceae	279
Universal stress protein family	279
Woeseiaceae	279
Purine catabolism in Bacillus subtilis	280
Arsenic resistance	280
Cell division related cluster including coaD	281
Polyamine Metabolism	282
mag_27238	283
Cytolysin and Lipase operon in Vibrio	283
Bile hydrolysis	283
Multi-subunit cation antiporter	283
mag_5385	283
mag_40160	283
Urea cycle	284
Fet iron export system	284
Histidine Biosynthesis	284
Hydroxy-fatty acid production as stress response	284
Arginine biosynthesis via N-acetyl-L-citrulline	284
Histidine Biosynthesis -- gjo	284
mag_45602	285
mag_40146	285
mag_39876	285
mag_46049	285
mag_39862	285
mag_39791	285
mag_39630	285
Biofilm formation in Staphylococcus	285
mag_46087	285
Methylglyoxal resistance in Bacillus subtilis	285
mag_39723	285
mag_39765	285
mag_39887	285
Siderophore Anthrachelin	285
mag_39936	285
mag_40107	285
mag_40025	285
mag_45706	285
mag_39602	285
mag_40021	285
Bacillithiol synthesis	285
mag_40000	285
mag_39944	285
mag_39938	285
Biosynthesis of 4,4'-diapolycopene dialdehyde	285
mag_49155	285
mag_40486	285
mag_39937	285
Formaldehyde assimilation: Ribulose monophosphate pathway	285
Adhesins in Staphylococcus	285
Siderophore Staphylobactin	285
Pore-forming cytolytic toxins	285
mag_3019	285
mag_38733	285
mag_38537	285
mag_37687	285
mag_37681	285
mag_43853	285
mag_38587	285
mag_37626	285
mag_40838	285
mag_38683	285
mag_38684	285
mag_41548	285
mag_38698	285
mag_41549	285
mag_43143	285
mag_41564	285
mag_38751	285
mag_44155	285
mag_41577	285
mag_41597	285
mag_40770	285
mag_38519	285
mag_41433	285
mag_40916	285
mag_42637	285
mag_43152	285
mag_41188	285
mag_43023	285
mag_43208	285
mag_38097	285
mag_40494	285
mag_43271	285
mag_38084	285
mag_42937	285
mag_38840	285
mag_41323	285
mag_37833	285
mag_42720	285
mag_41069	285
mag_38386	285
mag_43476	285
mag_43612	285
Desulfococcaceae	285
mag_38472	285
mag_40246	285
mag_41325	285
mag_38920	285
mag_41186	285
mag_41618	285
mag_39143	285
mag_42170	285
mag_42167	285
mag_16103	285
mag_3282	285
mag_39152	285
mag_40619	285
mag_39187	285
mag_40744	285
mag_44865	285
mag_41948	285
mag_41881	285
mag_39202	285
mag_41776	285
mag_40571	285
mag_3072	285
Actinospicaceae	285
mag_39271	285
mag_39349	285
mag_39140	285
p-Aminobenzoyl-Glutamate Utilization	285
Staphylococcaceae	285
mag_39485	285
mag_38923	285
mag_38924	285
mag_38973	285
mag_44376	285
mag_45498	285
Desulfotomaculaceae	285
mag_39019	285
mag_39036	285
mag_40699	285
Teicoplanin resistance in Staphylococci	285
mag_39097	285
mag_39116	285
mag_45019	285
Fosfomycin resistance	286
Listeria Pathogenicity Island LIPI-1 extended	286
mag_38451	286
mag_38967	286
mag_44162	286
mag_37980	286
mag_44242	286
mag_43321	286
Toxins	286
Alpha-acetolactate operon	286
Enterobacterial common antigen (LPS O-antigen)	287
Histidine Degradation	287
Trematosphaeriaceae	288
Dipicolinate Synthesis	288
mag_43050	288
mag_38485	288
Beta-lactamases Ambler class A	288
Dethiobacteraceae	288
mag_39672	288
Anaerotignaceae	288
Fibrobacteraceae	288
mag_39582	288
mag_39123	288
Pelagibacteraceae	288
mag_37765	288
mag_37622	289
mag_3247	289
Microascaceae	289
Ceratocystidaceae	289
Pseudodiploosporaceae	289
Diversisporaceae	289
Diatrypaceae	289
mag_2975	289
Lophiotremataceae	289
mag_38267	289
Bionectriaceae	289
Zopfiaceae	289
Phaeomoniellaceae	289
Amorphothecaceae	289
Cryphonectriaceae	289
Hyaloscyphaceae	289
Methylacidiphilaceae	289
mag_329	290
mag_41382	290
Temoridae	290
Sordariaceae	290
Psyllidae	290
Chaetomiaceae	290
mag_43693	290
mag_37756	290
Calditerrivibrionaceae	290
Glomerellaceae	290
Ophiocordycipitaceae	290
Strongylocentrotidae	290
Clavicipitaceae	290
mag_37974	290
Queuosine and archaeosine	291
Murein hydrolase regulation and cell death	291
Nickel-requiring	291
ESAT-6 proteins secretion system in Firmicutes extended	291
Metabolite repair	292
Adenosyl nucleosidases	292
mag_269	293
mag_352	293
mag_42234	293
mag_38784	293
mag_1001	293
mag_39198	293
mag_39242	293
mag_3104	293
Schizaeaceae	293
mag_2933	293
mag_40216	293
mag_37641	293
mag_37650	293
mag_102	293
Ampullariidae	293
mag_40234	293
mag_40089	293
mag_39788	293
Bombycidae	293
Psittaculidae	293
Oxyuridae	294
Bacillaceae	294
Planococcaceae	294
Alicyclobacillaceae	294
Lipoylation-related cluster	294
mag_2915	294
Deinococcaceae	294
Glomeraceae	295
Hydrolysis of sphingomyelin	295
Chlorodendraceae	295
Thalassospiraceae	295
Vibrionaceae	295
Valsaceae	295
Methanobacteriaceae	296
Na-driven 2-hydroxyglutarate pathway	296
RSF1010 like IncQ broad-host-range plasmids	297
mag_44938	297
mag_3316	297
mag_45782	297
mag_39074	297
tRNA aminoacylation, Thr	298
Biotin synthesis cluster	298
Hypoxylaceae	299
Sclerotiniaceae	299
Apidae	300
Hypocreaceae	300
Peronosporaceae	300
Nectriaceae	300
Leptospiraceae	300
Dicroglossidae	300
Pyriculariaceae	300
Helotiaceae	300
Cytophagaceae	300
Pseudeurotiaceae	300
Venturiaceae	300
Plectosphaerellaceae	300
