Feature	Cluster
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Isoprenoids; Acyclic terpene utilization; Citronellyl-CoA synthetase	3
Metabolism; Nitrogen Metabolism; ; Cyanate hydrolysis; Cyn operon transcriptional activator	3
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion cytoplasmic protein (YscK)	3
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Arsenic resistance; Lactoylglutathione lyase	3
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Type III secretion chaperone SycN	3
Massilia sp. Leaf139	3
Regulation And Cell Signaling; Regulation and Cell signaling; ; Trans-envelope signaling system VreARI in Pseudomonas; Extracytoplasmic function (ECF) sigma factor VreI	3
Metabolism; Sulfur Metabolism; ; Sulfate assimilation related cluster; Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	4
Streptomyces sp. NTH33	4
Serratia nematodiphila	4
Pseudomonas cyclaminis	4
Cellular Processes; Motility and Chemotaxis; Social motility and nonflagellar swimming in bacteria; Rhamnolipids in Pseudomonas; RhlC, TDP-rhamnosyltransferase 2 (EC 2.4.1.-)	4
Energy; Respiration; ; Quinone oxidoreductase family; Putative NADP-dependent oxidoreductase PA1648	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexD of MexCD-OprJ system	4
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; Choline uptake and conversion to betaine clusters; Choline binding ABC transport system permease protein ChoW	4
Pseudomonas batumici	4
Pseudomonas bharatica	4
Metabolism; Sulfur Metabolism; ; Sulfate assimilation related cluster; Organosulfonate ABC transporter ATP-binding protein	4
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Homoprotocatechuate degradative cluster; 4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9)	4
Vreelandella titanicae	4
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases); Acetoacetyl-CoA synthetase (EC 6.2.1.16)	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Folate and pterines; Folate Biosynthesis; FolM Alternative dihydrofolate reductase 1	4
Pseudomonas fragi	4
Nitrosospira briensis	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; MexXY System of Pseudomonas aeruginosa; Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexY of MexXY/AxyXY	4
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; Choline uptake and conversion to betaine clusters; Secondary glycine betaine transporter BetU	4
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division related cluster including coaD; FIG015287: Zinc protease	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Pyrroloquinoline Quinone biosynthesis; Microsomal dipeptidase (EC 3.4.13.19)	4
Membrane Transport; Membrane Transport; ABC transporters; Nucleoside ABC transporter cluster; Nucleoside ABC transporter, permease protein 2	4
Membrane Transport; Membrane Transport; ABC transporters; Nucleoside ABC transporter cluster; Nucleoside ABC transporter, substrate-binding protein	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Pyrroloquinoline Quinone biosynthesis; Coenzyme PQQ synthesis protein B	4
Cellular Processes; Cell Cycle, Cell Division and Death; ; FtsEX cell-division-associated signaling system; FIG015287: Zinc protease	4
Energy; Respiration; Electron accepting reactions; Adenylylsulfate reductase; Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	4
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; EnvZ and OmpR regulon; Two-component system response regulator OmpR	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Coenzyme PQQ synthesis; Pyrroloquinoline-quinone synthase (EC 1.3.3.11)	4
Syntrophorhabdus sp. PtaU1.Bin153	4
Metabolism; Nucleosides and Nucleotides; Purines; Nucleoside uptake and degradation cluster; Nucleoside ABC transporter, permease protein 2	4
Pseudomonas mucidolens	4
Metabolism; Nucleosides and Nucleotides; Purines; Nucleoside uptake and degradation cluster; Nucleoside ABC transporter, substrate-binding protein	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Coenzyme PQQ synthesis; Coenzyme PQQ synthesis protein B	4
Miscellaneous; Miscellaneous; ; Mycobacterial FadE proteins Acyl-CoA dehydrogenase; Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE24	4
Metabolism; Nucleosides and Nucleotides; Pyrimidines; Uridine to beta-Alanine and Thymine to 3-aminoisobutanoate module; Transcriptional regulator of pyrimidine catabolism (TetR family)	4
Membrane Transport; Membrane Transport; ; Tricarboxylate transport system; Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate	4
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; Choline uptake and conversion to betaine clusters; Choline binding ABC transport system ATP-binding protein ChoV	4
Metabolism; Secondary Metabolism; Biosynthesis of antimicrobial or antitumor compounds; Phenazine biosynthesis; 2-amino-2-deoxy-isochorismate hydrolase PhzD (EC 3.-.-.-)	4
Metabolism; Nitrogen Metabolism; ; Denitrifying reductase gene clusters; Nitric oxide -responding transcriptional regulator NnrA (Crp/Fnr family)	4
Energy; Respiration; Electron accepting reactions; Periplasmic nitrate reductase EC 1.7.99.4; Cytochrome c-type protein NapC	4
Energy; Respiration; ; Respiratory Systems - Shewanella (updated); Cytochrome c-type protein NapC	4
Pseudomonas fuscovaginae	4
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Pyrroloquinoline Quinone biosynthesis; Pyrroloquinoline-quinone synthase (EC 1.3.3.11)	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM	4
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Phenylacetyl-CoA catabolic pathway (core); 3-oxoadipyl-CoA thiolase (EC 2.3.1.174)	4
Metabolism; Amino Acids and Derivatives; Alanine, serine, and glycine; Glycine cleavage system; Glycine cleavage system transcriptional antiactivator GcvR	4
Metabolism; Amino Acids and Derivatives; Alanine, serine, and glycine; D-3-phosphoglycerate to phosphoserine module; Phosphoserine phosphatase	4
Regulation And Cell Signaling; Regulation and Cell signaling; ; Trans-envelope signaling system VreARI in Pseudomonas; Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)	4
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein degradation; Putative TldE-TldD proteolytic complex; TldD family protein, Beta/Gamma-proteobacterial subgroup	4
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Stress proteins YciF, YciE; Protein YciE	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion cytoplasmic plug protein (LcrG)	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)	4
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Sulfur transfer pathway CsdAEL; HesA/MoeB/ThiF family protein => sulfur transfer pathway protein CsdL	4
Metabolism; Carbohydrates; Monosaccharides; D-gluconate and ketogluconates metabolism; Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion inner membrane protein (YscD,homologous to flagellar export components)	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexY of MexXY/AxyXY	4
Membrane Transport; Membrane Transport; Protein secretion system, Type VI; Type VI secretion system; T6SS component TssA (ImpA)	4
Membrane Transport; Membrane Transport; Protein secretion system, Type VI; Type VI secretion system; T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA	4
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster; Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	4
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane porins in Pseudomonas and Acinetobacter; Outer membrane low permeability porin, OprD family => OccK8/OprE anaerobically-induced	4
Regulation And Cell Signaling; Regulation and Cell signaling; ; Trans-envelope signaling system VreARI in Pseudomonas; Putative outer membrane TonB-dependent receptor associated with haemagglutinin family outer membrane protein	4
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane porins in Pseudomonas and Acinetobacter; Outer membrane low permeability porin, OprD family => OccK5/OpdH tricarboxylate	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Type III secretion cytoplasmic plug protein (LcrG)	4
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane porins in Pseudomonas and Acinetobacter; Outer membrane low permeability porin, OprD family => OccK1/OpdK benzoate/histidine, carbenicillin and cefoxitin uptake	4
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein folding; Peptidyl-prolyl cis-trans isomerase; Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	4
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane porins in Pseudomonas and Acinetobacter; Outer membrane low permeability porin, OprB family	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Type III secretion inner membrane protein (YscD,homologous to flagellar export components)	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)	4
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Type III secretion cytoplasmic LcrG inhibitor (LcrV,secretion and targeting control protein, V antigen)	4
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein degradation; Protein degradation; Arginyl-tRNA--protein transferase (EC 2.3.2.8)	4
Stutzerimonas xanthomarina	4
Metabolism; Carbohydrates; Sugar alcohols; Ethanolamine utilization; Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	4
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Urease subunits; Nickel-binding accessory protein UreJ-HupE	4
Chromobacterium sp. Beijing	4
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Entner-Doudoroff Pathway; D-glycerate 2-kinase (EC 2.7.1.165)	4
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Entner-Doudoroff Pathway; Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)	4
Metabolism; Amino Acids and Derivatives; Branched-chain amino acids; HMG CoA Synthesis; Predicted transcriptional regulator LiuR of leucine degradation pathway, MerR family	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Multidrug efflux system, outer membrane factor lipoprotein => OprM of MexAB-OprM	4
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Polyamine Metabolism; Pyridoxal 5-phosphate (PLP)-dependent ornithine decarboxylase (EC 4.1.1.17)	4
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)	4
Pseudomonas sp. RIT-PI-a	4
Anaerococcus lactolyticus	4
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; Multidrug efflux system, membrane fusion component => MexV of MexVW-OprM system	4
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Putrescine utilization; Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)	4
Metabolism; Amino Acids and Derivatives; Branched-chain amino acids; HMG CoA Synthesis; Acetoacetyl-CoA synthetase (EC 6.2.1.16)	4
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type IV pilus; Type IV fimbrial biogenesis protein PilW	4
Mesorhizobium sp. LNHC220B00	4
Enterobacter ludwigii	4
Membrane Transport; Membrane Transport; Protein secretion system, Type II; General Secretion Pathway; General secretion pathway protein G	4
RNA Processing; RNA Processing; RNA processing and modification; ATP-dependent RNA helicases, bacterial; ATP-dependent RNA helicase PA3950	4
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Arginine decarboxylase and Agmatinase cluster; Pyridoxal 5-phosphate (PLP)-dependent ornithine decarboxylase (EC 4.1.1.17)	4
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Tol-Pal Cell Envelope Complex; Tol-Pal system beta propeller repeat protein TolB	4
Pseudomonas borbori	5
Pseudomonas carbonaria	5
Metabolism; Carbohydrates; Carboxylic acids; Malonate decarboxylase; Malonate transporter, MadL subunit	5
Pseudomonas sp. RW10S2	5
Betaproteobacteria bacterium ADurb.Bin341	5
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion systems; Chaperone protein YscY (Yop proteins translocation protein Y)	5
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion outermembrane negative regulator of secretion (TyeA)	5
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion outermembrane contact sensing protein (YopN,Yop4b,LcrE)	5
Membrane Transport; Membrane Transport; Protein secretion system, Type III; Type III secretion system; Type III secretion inner membrane protein (YscQ,homologous to flagellar export components)	5
